date,recipe_id,no_hits,no_sessions,name,description,preparationtime,difficulty,steps,instructions,tags
2023-01-18,2113,11,11,Vegan Zucchini Bread,"This zucchini bread is so simple and irresistible! It's packed with flavorful ingredients, such as cinnamon, nutmeg and walnuts.",70,easy,7,"['Preheat the oven to 350°F (175°C).'
 'Finely grate the zucchini and use a clean kitchen towel to wring out any excess water.'
 'In a bowl, combine the sugar, cane sugar, applesauce, oil and vanilla extract.'
 'In a second bowl, combine the flour, baking powder, salt, cinnamon and nutmeg.'
 'Combine the wet and dry ingredients and fold in the walnuts and grated zucchini.'
 'Transfer the batter to a lined loaf pan, smooth over and bake on the middle rack for approximately 50 to 60 minutes.'
 'Let cool before slicing.']","breakfast,vegan,vegetarian,pescatarian,lactose_free,baking,on_the_go,vegetables,200kcal,easy"
2023-01-23,1678,21,20,Cauliflower Steak with Curry Sauce & Sweet Potato Fries,We think sweet potato fries should be on the menu more often. They're quick to prepare and you just need a little patience while they cook. The same goes for cauliflower. Almost everyone loves it when it takes on a delicious roasted flavor.,60,normal,13,"['Preheat the oven to 360°F (180°C).'
 'Peel and cut the sweet potatoes into sticks.'
 'Combine the sweet potato sticks with ⅖ of the canola oil, salt and paprika powder. Line a baking sheet with baking paper and spread the sweet potatoes out onto one half of the baking paper.'
 'Bake the sweet potatoes for approximately 50 minutes on the middle rack.'
 'Remove the leaves and stem from the cauliflower. Cut into finger-thick slabs and sear on both sides with ⅔ of the remaining canola oil. Season with salt.'
 'After 20 minutes of cook time have elapsed for the sweet potatoes, place the cauliflower steaks onto the other half of the same baking sheet and roast for the remaining 30 minutes.'
 'Peel and cube the onion. Sauté in a pan with the remaining canola oil until translucent.'
 'Add the almond flour and almond milk to the pan. Use a whisk to stir.'
 'Bring to a boil while stirring until the sauce thickens.'
 'Season the sauce with salt, pepper and curry powder.'
 'Juice the lemon and mix the juice into the sauce.'
 'Finely chop the parsley.'
 'Split the curry sauce onto plates, top with the cauliflower steaks, garnish with parsley and serve with sweet potato fries.']","dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,gluten_free,sugar_free,clean_eating,vegetables,600kcal"
2023-01-12,932,31,23,Smoked Salmon Soup,"Our Smoked Salmon Soup is wonderfully creamy and flavorful. It's the perfect dish for fish fans. Tip: If you'd like, you can set a few pieces of salmon aside and use as a garnish like in the picture! In smaller portions, it's also great as an appetizer for sushi or other fish dishes.",45,easy,9,"['Peel and chop the onion into small cubes. In addition, peel the garlic.'
 'Slice the carrots and then quarter the slices.'
 'Slice the celery, peel and cut the potato into small pieces, and separate the cauliflower into florets.'
 'Heat the olive oil in a pot and sauté the onion, carrot and celery pieces for approx. 5 minutes, stirring occasionally. Crush and add the garlic and mix well.'
 'Add the flour to the pot, mix well and then add the vegetable broth. Finally, add the thyme, potato pieces and cauliflower florets.'
 'Cover with a lid and simmer over medium heat for approx. 20 minutes, stirring occasionally.'
 'In the meantime, tear the salmon into small pieces and use scissors to cut the chives into small rings.'
 'Use an immersion blender to purée the pot contents and season with salt and pepper. Next, add the soy cream, corn and salmon pieces. Mix and let simmer for an additional 5 minutes.'
 'Garnish the soup with chives.']","low_carb,low_calorie,dinner,lunch,lactose_free,soup,fish,vegetables,pescatarian,200kcal,easy"
2023-01-24,1028,9,7,Cream of Spinach Soup with Salmon & Horseradish,"Our Cream of Spinach Soup with Salmon & Horseradish is packed with flavor! Thanks to their antibacterial, antiviral and anti-inflammatory properties, onions, garlic and horseradish all function as natural antibiotics. Tip: If you prefer a lactose-free soup, simply swap the cream for oat or almond milk, and use margarine instead of butter.",25,easy,8,"['Peel the onion and garlic, and cut the onion into small pieces.'
 'Place the butter in a large pot, crush and add the garlic, and then add the onions. Sauté over medium heat for approx. 3 minutes.'
 ""Add the spinach to the pot and cook for 2 minutes until the leaves begin to collapse. If you'd like, you can set a few leaves aside to use as garnish.""
 'Add the flour to the pot and then deglaze the pot contents with the vegetable broth. Mix well and simmer for approx. 5 minutes.'
 'In the meantime, roll up the salmon slices and then cut the rolls into pieces. Set aside.'
 'For the garnish, measure approx. 2 tablespoons of whipping cream and combine it with the horseradish in a bowl. Set aside.'
 'Use an immersion blender to purée the pot contents, season with salt, pepper and nutmeg, and then mix in the remaining whipping cream. Simmer for an additional 5 minutes.'
 'Transfer the soup into bowls and garnish each with the horseradish and cream mixture as well as the salmon rolls. If you set some spinach leaves aside, use them as garnish, too!']","low_carb,dinner,lunch,soup,vegetables,fish,pescatarian,200kcal,easy"
2023-01-26,1276,19,17,Kale and Tofu Noodle Soup,"Thanks to the curry and turmeric powder, not only does our Kale & Tofu Noodle Soup have a great color, it's super flavorful as well! The kale rounds it out with a nice consistency. Tip: If you'd like to add a bit more of a roasted flavor, you can also briefly roast the sesame seeds in a pan without oil.",30,normal,12,"['Preheat the oven to 395°F (200°C).'
 'Bring a large pot of water to a boil and prepare the ramen noodles according to the package instructions. Then, drain the noodles.'
 'Cut the tofu into small cubes as well as removing the stems from the kale and ripping the leaves into pieces.'
 'Combine the kale with ⅓ of the olive oil and season with salt. Massage with your hands for approx. 2 minutes.'
 'Spread the kale out onto a baking sheet lined with baking paper.'
 'Combine the tofu cubes with 1⁄2 of the turmeric and 1⁄2 of the remaining olive oil. Season with salt and spread out onto a second baking sheet lined with baking paper. Cook the tofu cubes for approx. 20 minutes.'
 'With 5 minutes of cook time remaining for the tofu cubes, add the baking sheet with the kale to the oven.'
 'Peel the garlic and onion, and cut the onion into cubes.'
 'Place the remaining olive oil in a large pan and add the onion cubes.'
 'Crush and add the garlic to the pan, and sauté both over low heat for approx. 10 minutes. Add the remaining turmeric and curry powder, and mix well.'
 'Deglaze with the coconut milk and let simmer for 10 additional minutes.'
 'Add the ramen noodles and tofu cubes to the soup and garnish with kale and sesame seeds.']","low_carb,dinner,lunch,vegan,vegetarian,lactose_free,sugar_free,soup,vegetables,400kcal"
2023-01-23,534,18,18,Warming Tea Smoothie,"Ever heard of a warm smoothie? During the colder months, it's a great drink to load up on vitamins and keep warm! Tip: If you accidentally make too much, don't worry. It tastes great cold, too!",10,easy,3,"['Brew the rosehip tea.'
 'In the meantime, peel the carrots and orange, cut into small pieces and place in a blender.'
 'Peel and add the ginger to the blender as well as the remaining ingredients. Blend into a smoothie. (Note: The blender should be heat resistant!)']","low_fat,vegetarian,gluten_free,lactose_free,clean_eating,smoothie,on_the_go,sweet,christmas,low_calorie,vegetables,detox,100kcal,easy,fast"
2023-01-10,351,90,82,Waffles with Hot Cherries,"These healthy, vegan Waffles with Hot Cherries are perfect for any occasion! As a small snack between meals, for breakfast or when you have unexpected guests, they're always a hit! The riper the banana is, the sweeter the waffles will taste and the less sweetener you'll need to use.",15,easy,8,"['Preheat the waffle iron.'
 'Use a food processor to grind the oats into flour.'
 'Use a fork to mash the banana. Then, with the help of a whisk, mix together with the oat flour, sweetener and almond milk until you have a smooth batter.'
 'For each waffle, coat the waffle iron with some coconut oil and then use a spoon to place a spoonful of batter into the middle of the iron and bake.'
 'While the waffles bake, drain the cherries. Save the drained liquid.'
 'Warm up the cherries and 4 tablespoons of the liquid in a pot.'
 'While the cherries heat up, mix together the water and cornstarch. Add the mixture to the cherries to thicken the sauce.'
 'Top the waffles with the cherries and serve.']","low_fat,breakfast,snack,vegan,vegetarian,lactose_free,sugar_free,dessert,baking,on_the_go,sweet,fruits,high_fiber,300kcal,easy"
2023-01-24,493,592,474,Chicken with Mushrooms & Broccoli,"There are so many delicious dishes you can prepare in a pan. More than anything, we're big fans of uncomplicated recipes that are super easy to prepare. Take, for example, our low-carb Chicken with Mushrooms & Broccoli. It's flavorful, crispy and has very few calories!",25,normal,5,"['Clean the mushrooms and wash the broccoli. Cut the mushrooms into slices and separate the broccoli into florets.'
 'Peel and crush the garlic and place in a pan.'
 'Cut the chicken into bite-sized pieces. Add the chicken and half of the sesame oil to the pan and fry until crispy.'
 'In the meantime, cut the green onions into rings. Add the rings along with the mushrooms and broccoli into the pan and fry for approx. 7-10 minutes.'
 'Deglaze with the water, soy sauce and honey. Season with chili pepper, salt and pepper.']","low_carb,high_protein,dinner,lunch,lactose_free,meat,vegetables,low_calorie,clean_eating,200kcal"
2023-01-19,2042,7,5,Orange Cranberry Roasted Chicken,"Whole roasted chicken at home is easy and delicious! We use fresh cranberries and oranges for a pop of color and flavor, while a honey ginger sauce gives a hint of sweetness. This is the perfect entree for your festive holiday table!",85,normal,10,"['Preheat the oven to 400ºF (200ºC).'
 'Place the chicken into a baking dish breast side up.'
 'Quarter ½ of the oranges and place inside the cavity of the chicken and on the bottom of the baking dish. Repeat with the cranberries.'
 'Tie the legs together and pour chicken broth in the bottom of the baking dish. Season the chicken well with salt and pepper.'
 'For the sauce, slice the remaining oranges in half and squeeze the juice into a small bowl.'
 'Peel and dice the garlic and ginger and add to the orange juice. Whisk in the honey.'
 'Pour the sauce over the chicken and top with fresh rosemary and thyme. Bake for approximately 20 minutes, remove the chicken from the oven and baste with the liquids in the baking dish.'
 'Continue to cook for another 20 minutes, then baste again.'
 'Cook for approximately another 20 minutes until the core temperature of the chicken reaches 165ºF (74ºC).'
 'Let the chicken rest approximately 15 minutes before carving.']","lunch,dinner,meat,lactose_free,clean_eating,fruits,low_carb,christmas,700kcal"
2023-01-07,1499,48,45,Raw Brownies,"Who says you have to cut out brownies if you're on a raw diet? Our Raw Brownies are deliciously chewy. The cacao is also rich in flavonoids, antioxidants that keep your cardiovascular system healthy, dilate blood vessels, improve circulation and regulate your heartbeat and blood pressure.",47,normal,5,"['Purée the dates with the water in a food processor until creamy.'
 'Mix the cacao powder, salt and ⅔ of the peanut butter with the date paste.'
 'Line a small casserole dish or a bread tin with baking paper and pour in the batter.'
 'Place the brownies in the freezer and let rest for at least 30 minutes.'
 'Remove the brownies from the freezer, lift them out of the mold and cut into bite-sized pieces. Garnish with the remaining peanut butter. Store the brownies in the fridge until ready to be eaten.']","low_fat,snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,high_fiber,dessert,sweet,fruits,50kcal,few_ingredients"
